Restaurant_ID,Restaurant_Name,City,ZipCode,Cuisine_Type,Rating,Description,PHONE_NUMBER,DISCOUNT
590,Gujarati Grace,Ayodhya,371142,Kashmiri,4.7,Family-friendly,590-590-0590,16
591,Namaste Kitchen,Ayodhya,315422,North Indian,3.5,Cozy atmosphere,591-591-0591,18
592,Kashmiri Kitchen,Ayodhya,262600,Kashmiri,3.8,Family-friendly,592-592-0592,15
593,Dosa Delights,Tirunelveli,244054,South Indian,3.6,Great views,593-593-0593,15
594,Chaat Corner,Tirunelveli,915910,Kashmiri,3.9,Family-friendly,594-594-0594,10
595,Kashmiri Kitchen,Tirunelveli,634421,South Indian,3.1,Great views,595-595-0595,18
596,Spice Palace,Tirunelveli,739242,South Indian,3.7,Great views,596-596-0596,14
597,Spice Palace,Lucknow,885436,Punjabi,3.8,Authentic cuisine,597-597-0597,19
598,Tandoori Treats,Lucknow,577967,South Indian,4.3,Great views,598-598-0598,10
599,Spice Palace,Lucknow,842017,North Indian,4.1,Cozy atmosphere,599-599-0599,14
600,Paneer Paradise,Lucknow,241090,Punjabi,3.9,Authentic cuisine,600-600-0600,10
601,Royal Tandoor,Junagadh,577210,North Indian,3.8,Cozy atmosphere,601-601-0601,16
602,Uttar Pradesh Delights,Junagadh,643255,Kashmiri,3.3,Family-friendly,602-602-0602,19
603,Paneer Paradise,Junagadh,831606,Kashmiri,4.6,Family-friendly,603-603-0603,14
604,Paneer Paradise,Junagadh,259964,Punjabi,4.5,Authentic cuisine,604-604-0604,12
605,Punjab Spice,Aalo,947012,South Indian,4.9,Great views,605-605-0605,18
606,Samosa Street,Aalo,810780,Punjabi,4.4,Authentic cuisine,606-606-0606,18
607,Namaste Kitchen,Aalo,829996,Kashmiri,4.1,Family-friendly,607-607-0607,13
608,Dosa Delights,Aalo,344452,North Indian,3.4,Cozy atmosphere,608-608-0608,19
609,Bengali Bites,Daman,400138,Punjabi,4.5,Authentic cuisine,609-609-0609,16
610,Samosa Street,Daman,479944,Punjabi,4.2,Authentic cuisine,610-610-0610,11
611,Chaat Corner,Daman,542541,South Indian,4.8,Great views,611-611-0611,20
612,Royal Tandoor,Daman,491496,Kashmiri,4.8,Family-friendly,612-612-0612,12
613,Bengali Bites,Jamalpur,526781,North Indian,4.3,Cozy atmosphere,613-613-0613,17
614,Punjab Spice,Jamalpur,569201,North Indian,3.7,Cozy atmosphere,614-614-0614,13
615,Punjab Spice,Jamalpur,182955,South Indian,3.3,Great views,615-615-0615,19
616,Punjab Spice,Jamalpur,796661,South Indian,3.5,Great views,616-616-0616,16
617,Spice Palace,Visakhapatnam,370879,North Indian,4.6,Cozy atmosphere,617-617-0617,13
618,Flavors of India,Visakhapatnam,567058,South Indian,3.2,Great views,618-618-0618,15
619,Mughalai Magic,Visakhapatnam,326160,North Indian,3.4,Cozy atmosphere,619-619-0619,12
620,Taste of India,Visakhapatnam,141962,Kashmiri,4.2,Family-friendly,620-620-0620,15
621,Paneer Paradise,Angul,975342,North Indian,3.1,Cozy atmosphere,621-621-0621,15
622,Samosa Street,Angul,780295,North Indian,3.1,Cozy atmosphere,622-622-0622,19
623,Namaste Kitchen,Angul,403450,North Indian,4.2,Cozy atmosphere,623-623-0623,12
624,Taste of India,Angul,340004,South Indian,4.8,Great views,624-624-0624,13
625,Dosa Delights,Mohali,201105,Kashmiri,3.8,Family-friendly,625-625-0625,20
626,Tandoori Treats,Mohali,799691,Kashmiri,3.2,Family-friendly,626-626-0626,20
627,Namaste Kitchen,Mohali,216071,Kashmiri,3.6,Family-friendly,627-627-0627,12
628,Andhra Aromas,Mohali,767671,Punjabi,3.1,Authentic cuisine,628-628-0628,11
629,Samosa Street,Vikarabad,541194,Punjabi,3.4,Authentic cuisine,629-629-0629,20
630,Andhra Aromas,Vikarabad,993015,North Indian,3.8,Cozy atmosphere,630-630-0630,12
631,Uttar Pradesh Delights,Vikarabad,455773,Kashmiri,3.3,Family-friendly,631-631-0631,11
632,Dosa Delights,Vikarabad,203202,North Indian,3.1,Cozy atmosphere,632-632-0632,19
633,Andhra Aromas,Chapra,475493,Punjabi,4.3,Authentic cuisine,633-633-0633,17
634,Bengali Bites,Chapra,696076,North Indian,4.3,Cozy atmosphere,634-634-0634,16
635,Punjab Spice,Chapra,233532,North Indian,3.8,Cozy atmosphere,635-635-0635,14
636,Dosa Delights,Chapra,117768,Kashmiri,4.2,Family-friendly,636-636-0636,19
637,Punjab Spice,Jamtara,996097,Punjabi,4.6,Authentic cuisine,637-637-0637,20
638,Punjab Spice,Jamtara,582188,Kashmiri,3.5,Family-friendly,638-638-0638,15
639,Dosa Delights,Jamtara,775884,North Indian,4.5,Cozy atmosphere,639-639-0639,12
640,Gujarati Grace,Jamtara,195132,Punjabi,4.5,Authentic cuisine,640-640-0640,13
641,Bengali Bites,Batala,546297,Punjabi,4.6,Authentic cuisine,641-641-0641,13
642,Bengali Bites,Batala,393591,South Indian,3.2,Great views,642-642-0642,11
643,Tandoori Treats,Batala,657319,Kashmiri,3.3,Family-friendly,643-643-0643,17
644,Punjab Spice,Batala,478468,Kashmiri,5.0,Family-friendly,644-644-0644,11
645,Spice Palace,Manipal,549268,South Indian,4.7,Great views,645-645-0645,12
646,Spice Palace,Manipal,242949,South Indian,3.3,Great views,646-646-0646,17
647,Mughalai Magic,Manipal,209977,North Indian,3.1,Cozy atmosphere,647-647-0647,15
648,Flavors of India,Manipal,407404,Punjabi,3.1,Authentic cuisine,648-648-0648,13
649,Rajasthani Ruchira,Rourkela,293553,South Indian,4.7,Great views,649-649-0649,17
650,Paneer Paradise,Rourkela,232203,South Indian,3.4,Great views,650-650-0650,13
651,Royal Tandoor,Rourkela,797248,South Indian,3.5,Great views,651-651-0651,19
652,Bengali Bites,Rourkela,408627,Kashmiri,3.1,Family-friendly,652-652-0652,10
653,Mughalai Magic,Kushinagar,875525,North Indian,4.6,Cozy atmosphere,653-653-0653,18
654,Mughalai Magic,Kushinagar,472981,Punjabi,3.3,Authentic cuisine,654-654-0654,16
655,Chaat Corner,Kushinagar,779157,North Indian,3.1,Cozy atmosphere,655-655-0655,19
656,Samosa Street,Kushinagar,311057,South Indian,3.7,Great views,656-656-0656,16
657,Mughalai Magic,Bellary,629776,Punjabi,4.1,Authentic cuisine,657-657-0657,18
658,Spice Palace,Bellary,882240,Punjabi,4.7,Authentic cuisine,658-658-0658,15
659,Punjab Spice,Bellary,148419,Punjabi,4.4,Authentic cuisine,659-659-0659,12
660,Punjab Spice,Bellary,502832,South Indian,4.2,Great views,660-660-0660,10
661,Rajasthani Ruchira,Puri,991953,South Indian,4.8,Great views,661-661-0661,14
662,Spice Palace,Puri,786953,North Indian,3.9,Cozy atmosphere,662-662-0662,16
663,Kashmiri Kitchen,Puri,148151,North Indian,4.1,Cozy atmosphere,663-663-0663,18
664,Punjab Spice,Puri,399486,Kashmiri,3.1,Family-friendly,664-664-0664,10
665,Kashmiri Kitchen,Saharsa,351012,South Indian,3.5,Great views,665-665-0665,18
666,Chaat Corner,Saharsa,215308,Kashmiri,4.0,Family-friendly,666-666-0666,10
667,Dosa Delights,Saharsa,775385,South Indian,5.0,Great views,667-667-0667,15
668,Punjab Spice,Saharsa,159889,South Indian,3.9,Great views,668-668-0668,20
669,Paneer Paradise,Deoghar,978632,Punjabi,3.5,Authentic cuisine,669-669-0669,15
670,Biryani Bliss,Deoghar,463799,North Indian,3.2,Cozy atmosphere,670-670-0670,12
671,Tandoori Treats,Deoghar,532384,Punjabi,3.6,Authentic cuisine,671-671-0671,16
672,Namaste Kitchen,Deoghar,182910,Punjabi,4.2,Authentic cuisine,672-672-0672,10
673,Dosa Delights,Ernakulam,345507,North Indian,4.3,Cozy atmosphere,673-673-0673,14
674,Kashmiri Kitchen,Ernakulam,957784,South Indian,3.1,Great views,674-674-0674,18
675,Curry House,Ernakulam,875430,Punjabi,3.0,Authentic cuisine,675-675-0675,17
676,Tandoori Treats,Ernakulam,211019,South Indian,3.5,Great views,676-676-0676,13
677,Namaste Kitchen,Rajahmundry,852987,Kashmiri,3.2,Family-friendly,677-677-0677,18
678,Spice Palace,Rajahmundry,832214,Punjabi,4.1,Authentic cuisine,678-678-0678,16
679,Rajasthani Ruchira,Rajahmundry,250157,South Indian,4.3,Great views,679-679-0679,15
680,Kashmiri Kitchen,Rajahmundry,398119,North Indian,5.0,Cozy atmosphere,680-680-0680,12
681,Paneer Paradise,Ujjain,374933,Punjabi,3.5,Authentic cuisine,681-681-0681,20
682,Samosa Street,Ujjain,200941,Kashmiri,3.9,Family-friendly,682-682-0682,16
683,Dosa Delights,Ujjain,658483,South Indian,4.5,Great views,683-683-0683,11
684,Mughalai Magic,Ujjain,140749,Kashmiri,3.4,Family-friendly,684-684-0684,17
685,Rajasthani Ruchira,Canacona,449570,North Indian,4.0,Cozy atmosphere,685-685-0685,15
686,Chaat Corner,Canacona,952253,South Indian,3.7,Great views,686-686-0686,17
687,Gujarati Grace,Canacona,803312,North Indian,4.5,Cozy atmosphere,687-687-0687,20
688,Namaste Kitchen,Canacona,332044,Punjabi,3.5,Authentic cuisine,688-688-0688,17
689,Bengali Bites,Mariani,599469,Kashmiri,4.6,Family-friendly,689-689-0689,20
690,Taste of India,Mariani,234595,Punjabi,3.5,Authentic cuisine,690-690-0690,15
691,Andhra Aromas,Mariani,553760,Punjabi,4.2,Authentic cuisine,691-691-0691,13
692,Dosa Delights,Mariani,832796,South Indian,3.1,Great views,692-692-0692,14
693,Kashmiri Kitchen,Washim,410902,Kashmiri,3.7,Family-friendly,693-693-0693,18
694,Dosa Delights,Washim,664008,Kashmiri,3.3,Family-friendly,694-694-0694,19
695,Flavors of India,Washim,874794,North Indian,4.7,Cozy atmosphere,695-695-0695,17
696,Chaat Corner,Washim,698776,Kashmiri,5.0,Family-friendly,696-696-0696,20
697,Chaat Corner,Bihar Sharif,776933,Kashmiri,4.2,Family-friendly,697-697-0697,15
698,Tandoori Treats,Bihar Sharif,391529,North Indian,4.6,Cozy atmosphere,698-698-0698,13
699,Gujarati Grace,Bihar Sharif,950178,Punjabi,4.4,Authentic cuisine,699-699-0699,14
700,Punjab Spice,Bihar Sharif,554139,Kashmiri,4.0,Family-friendly,700-700-0700,19
701,Uttar Pradesh Delights,Barauni,494684,Kashmiri,3.5,Family-friendly,701-701-0701,16
702,Andhra Aromas,Barauni,929300,Kashmiri,4.9,Family-friendly,702-702-0702,12
703,Curry House,Barauni,710266,Kashmiri,3.8,Family-friendly,703-703-0703,11
704,Andhra Aromas,Barauni,351468,Kashmiri,4.3,Family-friendly,704-704-0704,13
705,Uttar Pradesh Delights,Khowai,944812,Kashmiri,3.2,Family-friendly,705-705-0705,18
706,Tandoori Treats,Khowai,790631,Punjabi,3.1,Authentic cuisine,706-706-0706,12
707,Royal Tandoor,Khowai,839180,South Indian,3.9,Great views,707-707-0707,17
708,Gujarati Grace,Khowai,206857,North Indian,3.2,Cozy atmosphere,708-708-0708,10
709,Paneer Paradise,Sibsagar,695697,Punjabi,3.6,Authentic cuisine,709-709-0709,12
710,Kashmiri Kitchen,Sibsagar,435626,North Indian,4.5,Cozy atmosphere,710-710-0710,15
711,Chaat Corner,Sibsagar,537335,South Indian,4.0,Great views,711-711-0711,19
712,Uttar Pradesh Delights,Sibsagar,668826,North Indian,3.3,Cozy atmosphere,712-712-0712,16
713,Biryani Bliss,Kendujhargarh,531839,South Indian,4.0,Great views,713-713-0713,16
714,Bengali Bites,Kendujhargarh,395771,Punjabi,4.7,Authentic cuisine,714-714-0714,18
715,Paneer Paradise,Kendujhargarh,155996,North Indian,4.8,Cozy atmosphere,715-715-0715,19
716,Rajasthani Ruchira,Kendujhargarh,972142,Kashmiri,3.3,Family-friendly,716-716-0716,12
717,Spice Palace,Phulbani,936904,Punjabi,4.5,Authentic cuisine,717-717-0717,13
718,Paneer Paradise,Phulbani,750536,South Indian,4.0,Great views,718-718-0718,11
719,Punjab Spice,Phulbani,482339,South Indian,3.2,Great views,719-719-0719,16
720,Curry House,Phulbani,553072,Kashmiri,4.6,Family-friendly,720-720-0720,10
721,Kashmiri Kitchen,Dalhousie,253392,South Indian,4.4,Great views,721-721-0721,12
722,Kashmiri Kitchen,Dalhousie,140283,Kashmiri,4.5,Family-friendly,722-722-0722,18
723,Samosa Street,Dalhousie,139764,North Indian,4.2,Cozy atmosphere,723-723-0723,13
724,Rajasthani Ruchira,Dalhousie,661636,Kashmiri,4.9,Family-friendly,724-724-0724,19
725,Gujarati Grace,Kawardha,886707,North Indian,4.8,Cozy atmosphere,725-725-0725,15
726,Chaat Corner,Kawardha,100527,Kashmiri,5.0,Family-friendly,726-726-0726,12
727,Royal Tandoor,Kawardha,703220,Punjabi,3.8,Authentic cuisine,727-727-0727,20
728,Curry House,Kawardha,770795,Punjabi,3.7,Authentic cuisine,728-728-0728,11
729,Flavors of India,Rameswaram,891838,South Indian,3.9,Great views,729-729-0729,20
730,Paneer Paradise,Rameswaram,149225,South Indian,4.2,Great views,730-730-0730,16
731,Bengali Bites,Rameswaram,412127,South Indian,4.2,Great views,731-731-0731,17
732,Rajasthani Ruchira,Rameswaram,433370,South Indian,4.7,Great views,732-732-0732,12
733,Biryani Bliss,Dandeli,180889,North Indian,3.6,Cozy atmosphere,733-733-0733,13
734,Bengali Bites,Dandeli,993748,Punjabi,4.2,Authentic cuisine,734-734-0734,17
735,Taste of India,Dandeli,257971,Punjabi,3.4,Authentic cuisine,735-735-0735,10
736,Rajasthani Ruchira,Dandeli,954470,South Indian,3.9,Great views,736-736-0736,20
737,Punjab Spice,Sangrur,585522,Punjabi,5.0,Authentic cuisine,737-737-0737,15
738,Paneer Paradise,Sangrur,768107,North Indian,4.9,Cozy atmosphere,738-738-0738,19
739,Dosa Delights,Sangrur,741207,Punjabi,3.9,Authentic cuisine,739-739-0739,15
740,Samosa Street,Sangrur,723981,North Indian,3.7,Cozy atmosphere,740-740-0740,13
741,Flavors of India,Thoothukudi,717468,South Indian,4.5,Great views,741-741-0741,18
742,Uttar Pradesh Delights,Thoothukudi,370121,North Indian,4.4,Cozy atmosphere,742-742-0742,17
743,Royal Tandoor,Thoothukudi,518146,South Indian,3.7,Great views,743-743-0743,12
744,Biryani Bliss,Thoothukudi,905337,North Indian,3.7,Cozy atmosphere,744-744-0744,16
745,Gujarati Grace,Bhavnagar,300314,North Indian,4.3,Cozy atmosphere,745-745-0745,14
746,Punjab Spice,Bhavnagar,471275,North Indian,3.2,Cozy atmosphere,746-746-0746,18
747,Andhra Aromas,Bhavnagar,401592,North Indian,3.2,Cozy atmosphere,747-747-0747,16
748,Rajasthani Ruchira,Bhavnagar,980841,North Indian,4.9,Cozy atmosphere,748-748-0748,10
749,Mughalai Magic,Dharmanagar,923953,Punjabi,3.5,Authentic cuisine,749-749-0749,11
750,Paneer Paradise,Dharmanagar,535033,Punjabi,4.1,Authentic cuisine,750-750-0750,14
751,Andhra Aromas,Dharmanagar,121557,North Indian,3.1,Cozy atmosphere,751-751-0751,19
752,Curry House,Dharmanagar,140130,North Indian,3.6,Cozy atmosphere,752-752-0752,20
753,Rajasthani Ruchira,Sahebganj,959730,Punjabi,4.9,Authentic cuisine,753-753-0753,15
754,Curry House,Sahebganj,156858,Punjabi,3.3,Authentic cuisine,754-754-0754,18
755,Dosa Delights,Sahebganj,648201,Kashmiri,3.4,Family-friendly,755-755-0755,17
756,Namaste Kitchen,Sahebganj,871765,Punjabi,4.6,Authentic cuisine,756-756-0756,12
757,Bengali Bites,Purulia,116625,South Indian,4.4,Great views,757-757-0757,17
758,Gujarati Grace,Purulia,863905,Kashmiri,3.3,Family-friendly,758-758-0758,19
759,Tandoori Treats,Purulia,286357,Kashmiri,3.4,Family-friendly,759-759-0759,17
760,Dosa Delights,Purulia,641060,Punjabi,3.7,Authentic cuisine,760-760-0760,20
761,Rajasthani Ruchira,Suryapet,983785,North Indian,3.8,Cozy atmosphere,761-761-0761,16
762,Rajasthani Ruchira,Suryapet,381243,Punjabi,4.7,Authentic cuisine,762-762-0762,13
763,Kashmiri Kitchen,Suryapet,272404,South Indian,3.6,Great views,763-763-0763,11
764,Dosa Delights,Suryapet,111115,North Indian,3.8,Cozy atmosphere,764-764-0764,12
765,Biryani Bliss,Balurghat,327666,North Indian,4.6,Cozy atmosphere,765-765-0765,13
766,Taste of India,Balurghat,166544,North Indian,3.6,Cozy atmosphere,766-766-0766,10
767,Kashmiri Kitchen,Balurghat,800675,North Indian,3.2,Cozy atmosphere,767-767-0767,18
768,Taste of India,Balurghat,920112,Punjabi,4.6,Authentic cuisine,768-768-0768,14
769,Dosa Delights,Gorakhpur,692085,North Indian,3.2,Cozy atmosphere,769-769-0769,18
770,Biryani Bliss,Gorakhpur,797839,Punjabi,3.5,Authentic cuisine,770-770-0770,11
771,Tandoori Treats,Gorakhpur,734348,Punjabi,4.1,Authentic cuisine,771-771-0771,18
772,Biryani Bliss,Gorakhpur,997845,North Indian,4.6,Cozy atmosphere,772-772-0772,13
773,Taste of India,Dahod,796898,North Indian,4.9,Cozy atmosphere,773-773-0773,17
774,Paneer Paradise,Dahod,574000,Kashmiri,3.2,Family-friendly,774-774-0774,16
775,Curry House,Dahod,834307,South Indian,4.4,Great views,775-775-0775,14
776,Rajasthani Ruchira,Dahod,724031,Kashmiri,4.2,Family-friendly,776-776-0776,19
777,Royal Tandoor,Taradevi,636737,South Indian,4.6,Great views,777-777-0777,10
778,Namaste Kitchen,Taradevi,319389,Punjabi,3.5,Authentic cuisine,778-778-0778,20
779,Taste of India,Taradevi,505469,South Indian,4.3,Great views,779-779-0779,19
780,Namaste Kitchen,Taradevi,552747,North Indian,4.2,Cozy atmosphere,780-780-0780,11
781,Bengali Bites,Harihar,947700,Punjabi,3.3,Authentic cuisine,781-781-0781,14
782,Curry House,Harihar,514226,Punjabi,4.1,Authentic cuisine,782-782-0782,11
783,Royal Tandoor,Harihar,612852,Kashmiri,3.8,Family-friendly,783-783-0783,19
784,Uttar Pradesh Delights,Harihar,515366,South Indian,4.1,Great views,784-784-0784,18
785,Rajasthani Ruchira,Pimpri-Chinchwad,351620,Kashmiri,4.6,Family-friendly,785-785-0785,20
786,Spice Palace,Pimpri-Chinchwad,103306,Punjabi,3.6,Authentic cuisine,786-786-0786,10
787,Taste of India,Pimpri-Chinchwad,719165,Punjabi,4.2,Authentic cuisine,787-787-0787,11
788,Samosa Street,Pimpri-Chinchwad,490516,North Indian,3.4,Cozy atmosphere,788-788-0788,19
789,Punjab Spice,Belagavi,409301,Kashmiri,4.1,Family-friendly,789-789-0789,16
790,Dosa Delights,Belagavi,890492,Punjabi,3.3,Authentic cuisine,790-790-0790,16
791,Taste of India,Belagavi,301354,South Indian,4.9,Great views,791-791-0791,20
792,Punjab Spice,Belagavi,960011,Punjabi,3.9,Authentic cuisine,792-792-0792,11
793,Spice Palace,Ankleshwar,385701,North Indian,3.7,Cozy atmosphere,793-793-0793,18
794,Samosa Street,Ankleshwar,221088,South Indian,3.6,Great views,794-794-0794,10
795,Paneer Paradise,Ankleshwar,787580,North Indian,5.0,Cozy atmosphere,795-795-0795,17
796,Punjab Spice,Ankleshwar,901261,South Indian,3.9,Great views,796-796-0796,11
797,Kashmiri Kitchen,Kolar,702587,Kashmiri,4.4,Family-friendly,797-797-0797,20
798,Spice Palace,Kolar,624448,Kashmiri,3.9,Family-friendly,798-798-0798,12
799,Samosa Street,Kolar,604345,South Indian,4.3,Great views,799-799-0799,17
800,Namaste Kitchen,Kolar,674251,South Indian,4.9,Great views,800-800-0800,18
801,Punjab Spice,MG Road,399226,South Indian,4.0,Great views,801-801-0801,18
802,Paneer Paradise,MG Road,307644,North Indian,3.6,Cozy atmosphere,802-802-0802,15
803,Dosa Delights,MG Road,482775,North Indian,3.0,Cozy atmosphere,803-803-0803,19
804,Kashmiri Kitchen,MG Road,184071,North Indian,5.0,Cozy atmosphere,804-804-0804,12
805,Gujarati Grace,Udhampur,318375,Punjabi,3.3,Authentic cuisine,805-805-0805,11
806,Mughalai Magic,Udhampur,319742,North Indian,3.9,Cozy atmosphere,806-806-0806,11
807,Punjab Spice,Udhampur,565622,South Indian,3.8,Great views,807-807-0807,10
808,Rajasthani Ruchira,Udhampur,398083,North Indian,4.2,Cozy atmosphere,808-808-0808,11
809,Spice Palace,Bilha,503798,Kashmiri,4.1,Family-friendly,809-809-0809,17
810,Dosa Delights,Bilha,123797,Kashmiri,4.9,Family-friendly,810-810-0810,16
811,Tandoori Treats,Bilha,840660,North Indian,4.7,Cozy atmosphere,811-811-0811,20
812,Bengali Bites,Bilha,562134,Punjabi,4.3,Authentic cuisine,812-812-0812,14
813,Biryani Bliss,Beed,931164,North Indian,4.9,Cozy atmosphere,813-813-0813,19
814,Andhra Aromas,Beed,972318,Kashmiri,4.8,Family-friendly,814-814-0814,18
815,Spice Palace,Beed,576798,North Indian,4.2,Cozy atmosphere,815-815-0815,14
816,Punjab Spice,Beed,175851,South Indian,5.0,Great views,816-816-0816,15
817,Biryani Bliss,Pakur,908566,Kashmiri,4.0,Family-friendly,817-817-0817,13
818,Namaste Kitchen,Pakur,416518,Kashmiri,4.4,Family-friendly,818-818-0818,10
819,Chaat Corner,Pakur,555031,Punjabi,4.1,Authentic cuisine,819-819-0819,14
820,Flavors of India,Pakur,742773,Punjabi,4.6,Authentic cuisine,820-820-0820,16
821,Curry House,Bankura,565703,Kashmiri,3.2,Family-friendly,821-821-0821,17
822,Royal Tandoor,Bankura,997109,North Indian,3.3,Cozy atmosphere,822-822-0822,12
823,Gujarati Grace,Bankura,678571,Kashmiri,3.0,Family-friendly,823-823-0823,14
824,Punjab Spice,Bankura,597311,Kashmiri,3.6,Family-friendly,824-824-0824,19
825,Namaste Kitchen,Anuppur,946284,Punjabi,4.8,Authentic cuisine,825-825-0825,17
826,Punjab Spice,Anuppur,338710,Kashmiri,3.3,Family-friendly,826-826-0826,13
827,Gujarati Grace,Anuppur,323775,South Indian,3.1,Great views,827-827-0827,18
828,Spice Palace,Anuppur,752779,North Indian,3.6,Cozy atmosphere,828-828-0828,14
829,Biryani Bliss,Simdega,307667,Kashmiri,4.4,Family-friendly,829-829-0829,12
830,Paneer Paradise,Simdega,666162,North Indian,4.4,Cozy atmosphere,830-830-0830,17
831,Paneer Paradise,Simdega,425550,North Indian,3.0,Cozy atmosphere,831-831-0831,17
832,Chaat Corner,Simdega,812591,Kashmiri,3.5,Family-friendly,832-832-0832,17
833,Dosa Delights,Kanoh,957892,South Indian,4.0,Great views,833-833-0833,18
834,Mughalai Magic,Kanoh,421186,South Indian,4.2,Great views,834-834-0834,20
835,Flavors of India,Kanoh,734640,Kashmiri,3.9,Family-friendly,835-835-0835,12
836,Paneer Paradise,Kanoh,297400,North Indian,3.9,Cozy atmosphere,836-836-0836,14
837,Namaste Kitchen,Bharatpur,745464,North Indian,3.2,Cozy atmosphere,837-837-0837,14
838,Chaat Corner,Bharatpur,605834,South Indian,3.4,Great views,838-838-0838,16
839,Tandoori Treats,Bharatpur,451948,Punjabi,3.2,Authentic cuisine,839-839-0839,10
840,Kashmiri Kitchen,Bharatpur,571222,Kashmiri,3.9,Family-friendly,840-840-0840,15
841,Namaste Kitchen,Chamoli,664402,North Indian,4.3,Cozy atmosphere,841-841-0841,18
842,Punjab Spice,Chamoli,247895,North Indian,3.7,Cozy atmosphere,842-842-0842,12
843,Samosa Street,Chamoli,463223,North Indian,3.3,Cozy atmosphere,843-843-0843,20
844,Andhra Aromas,Chamoli,397639,Kashmiri,4.2,Family-friendly,844-844-0844,20
845,Taste of India,Yamunanagar,935960,Kashmiri,4.5,Family-friendly,845-845-0845,11
846,Bengali Bites,Yamunanagar,708999,Kashmiri,4.3,Family-friendly,846-846-0846,17
847,Curry House,Yamunanagar,605804,South Indian,3.6,Great views,847-847-0847,16
848,Curry House,Yamunanagar,102898,South Indian,3.8,Great views,848-848-0848,15
849,Paneer Paradise,Ghaziabad,383302,South Indian,4.6,Great views,849-849-0849,14
850,Andhra Aromas,Ghaziabad,701459,North Indian,4.1,Cozy atmosphere,850-850-0850,19
851,Royal Tandoor,Ghaziabad,500868,Punjabi,3.4,Authentic cuisine,851-851-0851,17
852,Andhra Aromas,Ghaziabad,382597,North Indian,3.3,Cozy atmosphere,852-852-0852,19
853,Rajasthani Ruchira,Gaya,292288,South Indian,3.3,Great views,853-853-0853,17
854,Paneer Paradise,Gaya,631606,Kashmiri,3.7,Family-friendly,854-854-0854,18
855,Flavors of India,Gaya,408317,Punjabi,3.8,Authentic cuisine,855-855-0855,14
856,Paneer Paradise,Gaya,159142,North Indian,3.4,Cozy atmosphere,856-856-0856,15
857,Andhra Aromas,Haripad,947409,North Indian,4.8,Cozy atmosphere,857-857-0857,20
858,Paneer Paradise,Haripad,685365,Punjabi,4.6,Authentic cuisine,858-858-0858,11
859,Royal Tandoor,Haripad,528494,Punjabi,4.8,Authentic cuisine,859-859-0859,20
860,Taste of India,Haripad,219926,South Indian,5.0,Great views,860-860-0860,11
861,Punjab Spice,Silvassa,757098,North Indian,3.1,Cozy atmosphere,861-861-0861,15
862,Spice Palace,Silvassa,371807,South Indian,3.4,Great views,862-862-0862,12
863,Paneer Paradise,Silvassa,393398,Punjabi,3.1,Authentic cuisine,863-863-0863,10
864,Punjab Spice,Silvassa,632024,Punjabi,3.7,Authentic cuisine,864-864-0864,14
865,Gujarati Grace,Durg,667255,South Indian,3.7,Great views,865-865-0865,16
866,Gujarati Grace,Durg,925608,Kashmiri,3.9,Family-friendly,866-866-0866,12
867,Bengali Bites,Durg,876392,Punjabi,3.9,Authentic cuisine,867-867-0867,13
868,Namaste Kitchen,Durg,555041,North Indian,4.1,Cozy atmosphere,868-868-0868,14
869,Punjab Spice,Punalur,868765,South Indian,3.2,Great views,869-869-0869,20
870,Kashmiri Kitchen,Punalur,516731,Kashmiri,3.5,Family-friendly,870-870-0870,14
871,Chaat Corner,Punalur,802131,South Indian,3.1,Great views,871-871-0871,17
872,Tandoori Treats,Punalur,259749,Kashmiri,4.4,Family-friendly,872-872-0872,10
873,Rajasthani Ruchira,Mokokchung,712886,Kashmiri,4.9,Family-friendly,873-873-0873,11
874,Flavors of India,Mokokchung,344017,Kashmiri,4.4,Family-friendly,874-874-0874,13
875,Taste of India,Mokokchung,999949,North Indian,4.9,Cozy atmosphere,875-875-0875,12
876,Paneer Paradise,Mokokchung,289933,North Indian,4.0,Cozy atmosphere,876-876-0876,20
877,Punjab Spice,Daltonganj,954454,Punjabi,3.2,Authentic cuisine,877-877-0877,10
878,Rajasthani Ruchira,Daltonganj,520108,Kashmiri,4.8,Family-friendly,878-878-0878,14
879,Rajasthani Ruchira,Daltonganj,662661,North Indian,3.8,Cozy atmosphere,879-879-0879,11
880,Gujarati Grace,Daltonganj,718230,North Indian,3.8,Cozy atmosphere,880-880-0880,19
881,Mughalai Magic,Koraput,370321,North Indian,4.1,Cozy atmosphere,881-881-0881,18
882,Spice Palace,Koraput,757523,South Indian,3.3,Great views,882-882-0882,17
883,Royal Tandoor,Koraput,986656,Kashmiri,4.3,Family-friendly,883-883-0883,15
884,Namaste Kitchen,Koraput,432741,Punjabi,3.5,Authentic cuisine,884-884-0884,15
885,Namaste Kitchen,Colem,238732,Punjabi,3.4,Authentic cuisine,885-885-0885,11
886,Rajasthani Ruchira,Colem,213236,Punjabi,3.5,Authentic cuisine,886-886-0886,17
887,Kashmiri Kitchen,Colem,842124,North Indian,3.3,Cozy atmosphere,887-887-0887,11
888,Curry House,Colem,637794,South Indian,3.6,Great views,888-888-0888,17
889,Dosa Delights,Kolasib,389558,Punjabi,4.5,Authentic cuisine,889-889-0889,19
890,Namaste Kitchen,Kolasib,290276,South Indian,3.1,Great views,890-890-0890,14
